ExperimentName,TiffFileName,CellName,isDivided,isDaughter,nImages,Distance,Displacement,TrajectoryTime,Directionality,AverageSpeed
PIP-FUCCI,PIP-FUCCI.tif,C5.1.1.2,FALSE,TRUE,77,98.4,39.3,760,0.399,0.129
PIP-FUCCI,PIP-FUCCI.tif,C5.1.2,TRUE,TRUE,119,201.6,54.2,1180,0.269,0.171
PIP-FUCCI,PIP-FUCCI.tif,C5.1.2.1,FALSE,TRUE,32,58.3,14,310,0.24,0.188
PIP-FUCCI,PIP-FUCCI.tif,C5.1.2.2,FALSE,TRUE,46,81.6,17.7,450,0.218,0.181
PIP-FUCCI,PIP-FUCCI.tif,C5.2,TRUE,TRUE,100,139.6,11.7,990,0.084,0.141
PIP-FUCCI,PIP-FUCCI.tif,C5.2.1,FALSE,TRUE,21,36,12.6,200,0.35,0.18
PIP-FUCCI,PIP-FUCCI.tif,C5.2.2,FALSE,TRUE,27,43.5,8.4,260,0.194,0.167
PIP-FUCCI,PIP-FUCCI.tif,C6,TRUE,FALSE,85,144.5,32.6,840,0.226,0.172
PIP-FUCCI,PIP-FUCCI.tif,C6.1,TRUE,TRUE,119,207.6,80,1180,0.385,0.176
PIP-FUCCI,PIP-FUCCI.tif,C6.1.1,TRUE,TRUE,155,255.8,65,1540,0.254,0.166
PIP-FUCCI,PIP-FUCCI.tif,C6.1.1.1,FALSE,TRUE,66,130.7,57.4,650,0.439,0.201
PIP-FUCCI,PIP-FUCCI.tif,C6.1.1.2,FALSE,TRUE,54,77.9,15,530,0.193,0.147
PIP-FUCCI,PIP-FUCCI.tif,C6.1.2,TRUE,TRUE,115,140.9,8.2,1140,0.058,0.124
PIP-FUCCI,PIP-FUCCI.tif,C6.1.2.1,FALSE,TRUE,106,110.8,34.7,1050,0.313,0.105
PIP-FUCCI,PIP-FUCCI.tif,C6.1.2.2,FALSE,TRUE,106,129.1,24.3,1050,0.188,0.123
PIP-FUCCI,PIP-FUCCI.tif,C6.2,TRUE,TRUE,249,419.5,7.9,2480,0.019,0.169
PIP-FUCCI,PIP-FUCCI.tif,C6.2.1,FALSE,TRUE,91,130,57.2,900,0.44,0.144
PIP-FUCCI,PIP-FUCCI.tif,C6.2.2,FALSE,TRUE,91,99.1,6,900,0.06,0.11
PIP-FUCCI,PIP-FUCCI.tif,C7,TRUE,FALSE,71,186.7,39.9,700,0.213,0.267
PIP-FUCCI,PIP-FUCCI.tif,C7.1,FALSE,TRUE,354,578.9,76.7,3530,0.132,0.164
PIP-FUCCI,PIP-FUCCI.tif,C7.2,TRUE,TRUE,150,177,13,1490,0.073,0.119
PIP-FUCCI,PIP-FUCCI.tif,C7.2.1,FALSE,TRUE,204,213.7,6.8,2030,0.032,0.105
PIP-FUCCI,PIP-FUCCI.tif,C7.2.2,TRUE,TRUE,120,185.3,40.2,1190,0.217,0.156
PIP-FUCCI,PIP-FUCCI.tif,C7.2.2.1,FALSE,TRUE,32,66.7,15.2,310,0.228,0.215
PIP-FUCCI,PIP-FUCCI.tif,C7.2.2.2,FALSE,TRUE,50,70.9,37,490,0.521,0.145
PIP-FUCCI,PIP-FUCCI.tif,C8,TRUE,FALSE,60,122.1,13.4,590,0.11,0.207
PIP-FUCCI,PIP-FUCCI.tif,C8.1,TRUE,TRUE,77,98.7,46.1,760,0.467,0.13
PIP-FUCCI,PIP-FUCCI.tif,C8.1.1,TRUE,TRUE,104,198.5,45.3,1030,0.228,0.193
PIP-FUCCI,PIP-FUCCI.tif,C8.1.1.1,FALSE,TRUE,10,48.5,46.3,90,0.954,0.539
PIP-FUCCI,PIP-FUCCI.tif,C8.1.1.2,FALSE,TRUE,31,48.8,19.7,300,0.403,0.163
PIP-FUCCI,PIP-FUCCI.tif,C8.1.2,FALSE,TRUE,66,144,20.7,650,0.143,0.221
PIP-FUCCI,PIP-FUCCI.tif,C8.2,TRUE,TRUE,101,143.1,6.4,1000,0.045,0.143
PIP-FUCCI,PIP-FUCCI.tif,C8.2.1,TRUE,TRUE,104,128.5,7.2,1030,0.056,0.125
PIP-FUCCI,PIP-FUCCI.tif,C8.2.1.1,FALSE,TRUE,47,86.6,4.4,460,0.05,0.188
PIP-FUCCI,PIP-FUCCI.tif,C8.2.1.2,FALSE,TRUE,41,78.2,21.1,400,0.27,0.195
PIP-FUCCI,PIP-FUCCI.tif,C8.2.2,TRUE,TRUE,115,111.4,19.3,1140,0.174,0.098
PIP-FUCCI,PIP-FUCCI.tif,C8.2.2.1,FALSE,TRUE,71,104,27.3,700,0.263,0.149
PIP-FUCCI,PIP-FUCCI.tif,C8.2.2.2,FALSE,TRUE,83,132.1,83.7,820,0.634,0.161
PIP-FUCCI,PIP-FUCCI.tif,C9,TRUE,FALSE,80,88.5,12.8,790,0.144,0.112
PIP-FUCCI,PIP-FUCCI.tif,C9.1,TRUE,TRUE,134,204,16.6,1330,0.081,0.153
PIP-FUCCI,PIP-FUCCI.tif,C9.1.1,TRUE,TRUE,130,205.4,7.2,1290,0.035,0.159
PIP-FUCCI,PIP-FUCCI.tif,C9.1.1.1,FALSE,TRUE,81,93.6,26.5,800,0.283,0.117
PIP-FUCCI,PIP-FUCCI.tif,C9.1.1.2,FALSE,TRUE,81,109.6,21.2,800,0.194,0.137
PIP-FUCCI,PIP-FUCCI.tif,C9.1.2,TRUE,TRUE,124,165.2,31.4,1230,0.19,0.134
PIP-FUCCI,PIP-FUCCI.tif,C9.1.2.1,FALSE,TRUE,87,125,29.1,860,0.232,0.145
PIP-FUCCI,PIP-FUCCI.tif,C9.1.2.2,FALSE,TRUE,87,102.6,20.4,860,0.199,0.119
PIP-FUCCI,PIP-FUCCI.tif,C9.2,TRUE,TRUE,143,226.2,22.6,1420,0.1,0.159
PIP-FUCCI,PIP-FUCCI.tif,C9.2.1,TRUE,TRUE,146,235.1,37.7,1450,0.16,0.162
PIP-FUCCI,PIP-FUCCI.tif,C9.2.1.1,FALSE,TRUE,56,87.7,15.7,550,0.179,0.159
PIP-FUCCI,PIP-FUCCI.tif,C9.2.1.2,FALSE,TRUE,56,78.9,15.2,550,0.192,0.143
PIP-FUCCI,PIP-FUCCI.tif,C9.2.2,TRUE,TRUE,129,244.8,55.2,1280,0.225,0.191
PIP-FUCCI,PIP-FUCCI.tif,C9.2.2.1,FALSE,TRUE,73,151.7,36.5,720,0.241,0.211
PIP-FUCCI,PIP-FUCCI.tif,C9.2.2.2,FALSE,TRUE,73,121.2,19.9,720,0.165,0.168
PIP-FUCCI,PIP-FUCCI.tif,C10,TRUE,FALSE,36,73.9,7.3,350,0.098,0.211
PIP-FUCCI,PIP-FUCCI.tif,C10.1,TRUE,TRUE,111,119.7,13.2,1100,0.11,0.109
PIP-FUCCI,PIP-FUCCI.tif,C10.1.1,TRUE,TRUE,118,154.3,3.8,1170,0.025,0.132
PIP-FUCCI,PIP-FUCCI.tif,C10.1.1.1,TRUE,TRUE,150,281.3,77.6,1490,0.276,0.189
PIP-FUCCI,PIP-FUCCI.tif,C10.1.1.1.1,FALSE,TRUE,10,27.5,24.8,90,0.902,0.305
PIP-FUCCI,PIP-FUCCI.tif,C10.1.1.1.2,FALSE,TRUE,10,17.7,9.3,90,0.527,0.196
PIP-FUCCI,PIP-FUCCI.tif,C10.1.1.2,FALSE,TRUE,43,69.3,5.6,420,0.081,0.165
PIP-FUCCI,PIP-FUCCI.tif,C10.1.2,TRUE,TRUE,141,219.1,40.1,1400,0.183,0.157
PIP-FUCCI,PIP-FUCCI.tif,C10.1.2.1,FALSE,TRUE,137,291.3,87.7,1360,0.301,0.214
PIP-FUCCI,PIP-FUCCI.tif,C10.1.2.2,FALSE,TRUE,137,286.6,109.8,1360,0.383,0.211
PIP-FUCCI,PIP-FUCCI.tif,C10.2,TRUE,TRUE,105,150.7,15.4,1040,0.102,0.145
PIP-FUCCI,PIP-FUCCI.tif,C10.2.1,TRUE,TRUE,168,269.1,18.9,1670,0.07,0.161
PIP-FUCCI,PIP-FUCCI.tif,C10.2.1.1,FALSE,TRUE,116,189.2,6.4,1150,0.034,0.165
PIP-FUCCI,PIP-FUCCI.tif,C10.2.1.2,FALSE,TRUE,116,203.8,29.9,1150,0.147,0.177
PIP-FUCCI,PIP-FUCCI.tif,C10.2.2,TRUE,TRUE,135,158.2,17.5,1340,0.111,0.118
PIP-FUCCI,PIP-FUCCI.tif,C10.2.2.1,FALSE,TRUE,149,232.3,28.1,1480,0.121,0.157
PIP-FUCCI,PIP-FUCCI.tif,C10.2.2.2,TRUE,TRUE,146,221.5,38.1,1450,0.172,0.153
PIP-FUCCI,PIP-FUCCI.tif,C10.2.2.2.1,FALSE,TRUE,3,5.9,3.3,20,0.559,0.297
PIP-FUCCI,PIP-FUCCI.tif,C10.2.2.2.2,FALSE,TRUE,3,10,5,20,0.497,0.498
PIP-FUCCI,PIP-FUCCI.tif,C11,TRUE,FALSE,67,69.1,16.9,660,0.244,0.105
PIP-FUCCI,PIP-FUCCI.tif,C11.1,TRUE,TRUE,122,154.1,40.1,1210,0.26,0.127
PIP-FUCCI,PIP-FUCCI.tif,C11.1.1,FALSE,TRUE,131,263.7,28.2,1300,0.107,0.203
PIP-FUCCI,PIP-FUCCI.tif,C11.1.2,TRUE,TRUE,140,288.3,44.2,1390,0.153,0.207
PIP-FUCCI,PIP-FUCCI.tif,C11.1.2.1,FALSE,TRUE,96,149.5,23,950,0.154,0.157
PIP-FUCCI,PIP-FUCCI.tif,C11.1.2.2,FALSE,TRUE,96,154.4,44.8,950,0.29,0.163
PIP-FUCCI,PIP-FUCCI.tif,C11.2,TRUE,TRUE,124,222,63.5,1230,0.286,0.18
PIP-FUCCI,PIP-FUCCI.tif,C11.2.1,TRUE,TRUE,125,182.5,17.6,1240,0.096,0.147
PIP-FUCCI,PIP-FUCCI.tif,C11.2.1.1,FALSE,TRUE,109,140.7,8.8,1080,0.063,0.13
PIP-FUCCI,PIP-FUCCI.tif,C11.2.1.2,FALSE,TRUE,109,194.5,25.6,1080,0.132,0.18
PIP-FUCCI,PIP-FUCCI.tif,C11.2.2,TRUE,TRUE,134,276.1,104,1330,0.377,0.208
PIP-FUCCI,PIP-FUCCI.tif,C11.2.2.1,FALSE,TRUE,100,145.1,19,990,0.131,0.147
PIP-FUCCI,PIP-FUCCI.tif,C11.2.2.2,FALSE,TRUE,100,117.2,42.4,990,0.362,0.118
PIP-FUCCI,PIP-FUCCI.tif,C12,TRUE,FALSE,83,78.2,5.9,820,0.075,0.095
PIP-FUCCI,PIP-FUCCI.tif,C12.1,TRUE,TRUE,165,225.2,25.9,1640,0.115,0.137
PIP-FUCCI,PIP-FUCCI.tif,C12.1.1,TRUE,TRUE,112,205.7,19.2,1110,0.094,0.185
PIP-FUCCI,PIP-FUCCI.tif,C12.1.1.1,FALSE,TRUE,54,86.6,14.7,530,0.17,0.163
PIP-FUCCI,PIP-FUCCI.tif,C12.1.1.2,FALSE,TRUE,65,88.4,15,640,0.17,0.138
PIP-FUCCI,PIP-FUCCI.tif,C12.1.2,TRUE,TRUE,121,214,33.9,1200,0.158,0.178
PIP-FUCCI,PIP-FUCCI.tif,C12.1.2.1,FALSE,TRUE,56,68.9,8.5,550,0.123,0.125
PIP-FUCCI,PIP-FUCCI.tif,C12.1.2.2,FALSE,TRUE,35,60.2,5.9,340,0.098,0.177
PIP-FUCCI,PIP-FUCCI.tif,C12.2,TRUE,TRUE,218,323,27.3,2170,0.085,0.149
PIP-FUCCI,PIP-FUCCI.tif,C12.2.1,FALSE,TRUE,7,35.9,16.7,60,0.466,0.598
PIP-FUCCI,PIP-FUCCI.tif,C12.2.2,FALSE,TRUE,15,38.6,21.8,140,0.565,0.276
