ExperimentName,TiffFileName,CellName,isDivided,isDaughter,nImages,Distance,Displacement,TrajectoryTime,Directionality,AverageSpeed
Feb12,A3_2_Feb12.tif,C31,TRUE,FALSE,76,189.9,19.6,750,0.103,0.253
Feb12,A3_2_Feb12.tif,C31.1,TRUE,TRUE,261,930.1,216.2,2600,0.232,0.358
Feb12,A3_2_Feb12.tif,C31.1.1,FALSE,TRUE,33,95.3,9.9,320,0.104,0.298
Feb12,A3_2_Feb12.tif,C31.1.2,FALSE,TRUE,36,94.8,14.1,350,0.149,0.271
Feb12,A3_2_Feb12.tif,C31.2,TRUE,TRUE,210,967.3,175.8,2090,0.182,0.463
Feb12,A3_2_Feb12.tif,C31.2.1,FALSE,TRUE,84,308.2,54.7,830,0.177,0.371
Feb12,A3_2_Feb12.tif,C31.2.2,FALSE,TRUE,147,514.9,113.8,1460,0.221,0.353
Feb12,A3_2_Feb12.tif,C32,TRUE,FALSE,1,0,0,0,,0
Feb12,A3_2_Feb12.tif,C32.1,TRUE,TRUE,125,444.2,178.2,1240,0.401,0.358
Feb12,A3_2_Feb12.tif,C32.1.1,FALSE,TRUE,237,675.4,76.6,2360,0.113,0.286
Feb12,A3_2_Feb12.tif,C32.1.2,FALSE,TRUE,245,635.8,21.2,2440,0.033,0.261
Feb12,A3_2_Feb12.tif,C32.2,TRUE,TRUE,192,549.6,39.9,1910,0.073,0.288
Feb12,A3_2_Feb12.tif,C32.2.1,FALSE,TRUE,240,603.3,30.7,2390,0.051,0.252
Feb12,A3_2_Feb12.tif,C32.2.2,FALSE,TRUE,240,571.8,12.8,2390,0.022,0.239
Feb12,A3_2_Feb12.tif,C33,TRUE,FALSE,16,38.3,8.8,150,0.229,0.256
Feb12,A3_2_Feb12.tif,C33.1,TRUE,TRUE,161,407.5,67.8,1600,0.166,0.255
Feb12,A3_2_Feb12.tif,C33.1.1,FALSE,TRUE,256,650.8,14.1,2550,0.022,0.255
Feb12,A3_2_Feb12.tif,C33.1.2,TRUE,TRUE,251,607,36.7,2500,0.06,0.243
Feb12,A3_2_Feb12.tif,C33.1.2.1,FALSE,TRUE,5,12.9,12.2,40,0.95,0.321
Feb12,A3_2_Feb12.tif,C33.1.2.2,FALSE,TRUE,5,11.8,6.2,40,0.526,0.295
Feb12,A3_2_Feb12.tif,C33.2,TRUE,TRUE,168,444.4,24.9,1670,0.056,0.266
Feb12,A3_2_Feb12.tif,C33.2.1,FALSE,TRUE,249,528.7,22.1,2480,0.042,0.213
Feb12,A3_2_Feb12.tif,C33.2.2,FALSE,TRUE,249,605.1,5.1,2480,0.008,0.244
Feb12,A3_2_Feb12.tif,C34,TRUE,FALSE,148,528.5,81.9,1470,0.155,0.36
Feb12,A3_2_Feb12.tif,C34.1,FALSE,TRUE,32,150.8,92.9,310,0.616,0.486
Feb12,A3_2_Feb12.tif,C34.2,FALSE,TRUE,108,351,158.2,1070,0.451,0.328
Feb12,A3_2_Feb12.tif,C35,TRUE,FALSE,9,30,17.2,80,0.573,0.376
Feb12,A3_2_Feb12.tif,C35.1,TRUE,TRUE,149,409.8,88.3,1480,0.215,0.277
Feb12,A3_2_Feb12.tif,C35.1.1,FALSE,TRUE,30,108.4,22.8,290,0.21,0.374
Feb12,A3_2_Feb12.tif,C35.1.2,FALSE,TRUE,30,121.4,23.7,290,0.195,0.419
Feb12,A3_2_Feb12.tif,C35.2,TRUE,TRUE,135,346.7,56.2,1340,0.162,0.259
Feb12,A3_2_Feb12.tif,C35.2.1,FALSE,TRUE,90,192.8,5.1,890,0.027,0.217
Feb12,A3_2_Feb12.tif,C35.2.2,FALSE,TRUE,42,180.5,35.5,410,0.197,0.44
Feb12,A3_2_Feb12.tif,C36,TRUE,FALSE,111,308.9,132.3,1100,0.428,0.281
Feb12,A3_2_Feb12.tif,C36.1,FALSE,TRUE,262,963.2,356.7,2610,0.37,0.369
Feb12,A3_2_Feb12.tif,C36.2,FALSE,TRUE,136,416.9,128,1350,0.307,0.309
Feb12,A3_2_Feb12.tif,C37,TRUE,FALSE,7,28.3,20,60,0.708,0.471
Feb12,A3_2_Feb12.tif,C37.1,TRUE,TRUE,215,581.1,118.5,2140,0.204,0.272
Feb12,A3_2_Feb12.tif,C37.1.1,TRUE,TRUE,186,634.6,235,1850,0.37,0.343
Feb12,A3_2_Feb12.tif,C37.1.1.1,FALSE,TRUE,25,84.7,20,240,0.236,0.353
Feb12,A3_2_Feb12.tif,C37.1.1.2,FALSE,TRUE,25,82.1,33.8,240,0.412,0.342
Feb12,A3_2_Feb12.tif,C37.1.2,FALSE,TRUE,211,585.5,43.5,2100,0.074,0.279
Feb12,A3_2_Feb12.tif,C37.2,TRUE,TRUE,182,429.2,88.4,1810,0.206,0.237
Feb12,A3_2_Feb12.tif,C37.2.1,TRUE,TRUE,242,634.3,107.2,2410,0.169,0.263
Feb12,A3_2_Feb12.tif,C37.2.1.1,FALSE,TRUE,2,3.7,3.7,10,1,0.372
Feb12,A3_2_Feb12.tif,C37.2.1.2,FALSE,TRUE,2,1.8,1.8,10,1,0.175
Feb12,A3_2_Feb12.tif,C37.2.2,TRUE,TRUE,158,399.9,67.7,1570,0.169,0.255
Feb12,A3_2_Feb12.tif,C37.2.2.1,FALSE,TRUE,86,275.4,21.1,850,0.077,0.324
